PUZZLE,CATEGORY,DATE USED,WHEN USED
GLORY DAYS BY BRUCE SPRINGSTEEN,Rock On!,12/3/10 (#5325),R1
SPARKLING WATER POLO,Before & After,12/3/10 (#5325),R2
BLACK BEAN BREAKFAST BURRITO,Same Letter,12/3/10 (#5325),R3*
NOW THAT'S A KEEPER,Phrase,12/3/10 (#5325),T3
MARTIAL ARTS INSTRUCTOR,Occupation,12/3/10 (#5325),R4
BUSY HIGHWAY,Place,12/3/10 (#5325),BR
KANSAS CITY MISSOURI,On the Map,12/6/10 (#5326),T1
BOOK 'EM DANNO!,Quotation,12/6/10 (#5326),T2
JACK-OF-ALL TRADES MASTER OF NONE,Person,12/6/10 (#5326),R1
PRISTINE MOUNTAIN LAKE,Place,12/6/10 (#5326),R2*
PARKING SPACE ALIENS,Before & After,12/6/10 (#5326),R3
BIRDS OF PREY,Living Things,12/6/10 (#5326),T3
ORCHESTRA CONDUCTOR,Occupation,12/6/10 (#5326),R4
LIGHTWEIGHT CHAMP,Person,12/6/10 (#5326),BR
DENVER COLORADO,On the Map,12/7/10 (#5327),T1
MYSTERY GUEST,Person,12/7/10 (#5327),T2
PRETTY PLEASE WITH SUGAR ON TOP,Phrase,12/7/10 (#5327),R1
A BREAK FROM ALL THE HUSTLE AND BUSTLE,Phrase,12/7/10 (#5327),R2*
YELLOW BRICK ROAD PAGE,Before & After,12/7/10 (#5327),R3
COMFORTABLE LEAD,Thing,12/7/10 (#5327),T3
COMMUNITY COLLEGE,Place,12/7/10 (#5327),R4
YOUNG FOLKS,People,12/7/10 (#5327),BR
HAWAII,On the Map,12/8/10 (#5328),T1
RIP VAN WINKLE,Fictional Character,12/8/10 (#5328),T2
SILKY SOFT & SMOOTH,Same Letter,12/8/10 (#5328),R1
LEAVIN' ON THAT MIDNIGHT TRAIN TO GEORGIA,Song Lyrics,12/8/10 (#5328),R2
CHARBROILED STEAK TACOS,Food & Drink,12/8/10 (#5328),R3*
BRONZE MEDAL,Thing,12/8/10 (#5328),T3
EXPECT THE UNEXPECTED,Phrase,12/8/10 (#5328),R4
PSYCHIC PREDICTIONS,Things,12/8/10 (#5328),BR
SAN DIEGO,On the Map,12/9/10 (#5329),T1
BLUSHING BRIDE,Person,12/9/10 (#5329),T2
FRENCH TOAST SMOTHERED IN MAPLE SYRUP,Food & Drink,12/9/10 (#5329),R1
TWINKLE TWINKLE LITTLE STAR TREK,Before & After,12/9/10 (#5329),R2
WHAT'S THE IN-FLIGHT MOVIE?,Phrase,12/9/10 (#5329),R3*
FOOTBALL FIELD,Place,12/9/10 (#5329),T3
LIFELIKE STATUE,Thing,12/9/10 (#5329),R4
VALUABLE INSIGHT,Thing,12/9/10 (#5329),BR
SEAWORLD ORLANDO,Place,12/10/10 (#5330),T1
TWINS AND TRIPLETS,People,12/10/10 (#5330),T2
THE SOCIAL NETWORK,Movie Title,12/10/10 (#5330),R1
I'VE GOT SUNSHINE ON A CLOUDY DAY,Song Lyrics,12/10/10 (#5330),R2*
IF AT FIRST YOU DON'T SUCCEED TRY TRY AGAIN,Phrase,12/10/10 (#5330),R3
SIDEWALK SALE,Event,12/10/10 (#5330),T3
SPARROWS & PARAKEETS,Living Things,12/10/10 (#5330),R4
A LUMP SUM,Thing,12/10/10 (#5330),BR
BRYCE CANYON,Landmark,12/13/10 (#5331),T1
HELICOPTER,Event,12/13/10 (#5331),T2
FINDING MY FAVORITE CONSTELLATIONS,Fun & Games,12/13/10 (#5331),R1
KNITTING & COMPASS NEEDLE,Same Name,12/13/10 (#5331),R2
THE BEST WAVES YOU'LL EVER SURF,Thing,12/13/10 (#5331),R3*
THEODORE ROOSEVELT,Proper Name,12/13/10 (#5331),T3
LET'S GET TO THE GOOD STUFF,Phrase,12/13/10 (#5331),R4
KEEPING WATCH,What Are You Doing?,12/13/10 (#5331),BR
HISTORIC SITES,Places,12/14/10 (#5332),T1
BLACK BEARS,Living Things,12/14/10 (#5332),T2
SALTED SUNFLOWER SEEDS,Same Letter,12/14/10 (#5332),R1
CHILLING OUT BY THE POOL,What Are You Doing?,12/14/10 (#5332),R2*
ALEXANDER THE GREAT SMOKY MOUNTAINS,Before & After,12/14/10 (#5332),R3
BAR HARBOR MAINE,On the Map,12/14/10 (#5332),T3
ENTHUSIASTIC CROWD,People,12/14/10 (#5332),R4
LOFTY HEIGHTS,Phrase,12/14/10 (#5332),BR
NATURAL BRIDGES,Things,12/15/10 (#5333),T1
TRAVELING COMPANIONS,People,12/15/10 (#5333),T2
GIANT REDWOODS OF YOSEMITE,Living Things,12/15/10 (#5333),R1
SIGNED SEALED DELIVERED I'M YOURS,Song Lyrics,12/15/10 (#5333),R2
HOMEMADE TORTILLAS FRESH FROM THE KITCHEN,Food & Drink,12/15/10 (#5333),R3*
ON-SET ROMANCE,Show Biz,12/15/10 (#5333),T3
OLYMPIA WASHINGTON,On the Map,12/15/10 (#5333),R4
VALID OPTION,Thing,12/15/10 (#5333),BR
HOT SPRINGS,Things,12/16/10 (#5334),T1
EXPRESS YOURSELF,Song Title,12/16/10 (#5334),T2
A MAN WHO NEEDS NO INTRODUCTION,Person,12/16/10 (#5334),R1
DEPARTMENT OF THE INTERIOR DESIGNERS,Before & After,12/16/10 (#5334),R2
SPECTACULAR VOLCANIC ISLANDS,Places,12/16/10 (#5334),R3*
WOODPECKER,Living Thing,12/16/10 (#5334),T3
GAINING MOMENTUM,What Are You Doing?,12/16/10 (#5334),R4
BRAINS AND BRAWN,Things,12/16/10 (#5334),BR
GLAICER BAY,On the Map,12/17/10 (#5335),T1
MALLARD DUCK,Living Thing,12/17/10 (#5335),T2
HOT ON YOUR TRAIL MIX,Before & After,12/17/10 (#5335),R1
THERE'S NO OTHER PLACE I'D LIKE TO BE,Phrase,12/17/10 (#5335),R2*
RIDING RAGING RIVER RAPIDS,Same Letter,12/17/10 (#5335),R3
RANGER PROGRAMS,Things,12/17/10 (#5335),T3
THE TRIBE HAS SPOKEN,Quotation,12/17/10 (#5335),R4
AGE-OLD RIVALRY,Thing,12/17/10 (#5335),BR
CHRISTMAS CAROLERS,People,12/20/10 (#5336),T1
FLUFFY PILLOWS,Around the House,12/20/10 (#5336),T2
RUDOLPH THE RED-NOSED REINDEER,Title,12/20/10 (#5336),R1
IT'S A WONDERFUL LIFE PRESERVER,Before & After,12/20/10 (#5336),R2
THE COOL SPRAY OF A WATERFALL,Thing,12/20/10 (#5336),R3*
THREE FRENCH HENS,Living Things,12/20/10 (#5336),T3
GINGERBREAD COOKIES,Food & Drink,12/20/10 (#5336),R4
ONE WAY OR ANOTHER,Phrase,12/20/10 (#5336),R5
HINDSIGHT,Thing,12/20/10 (#5336),BR
EBENEZER SCROOGE,Fictional Character,12/21/10 (#5337),T1
MOVIE SOUNDTRACK,Show Biz,12/21/10 (#5337),T2
HONEY-GLAZED HAM WITH PINEAPPLE,Food & Drink,12/21/10 (#5337),R1
I WON'T BE CHECKING MY E-MAIL WHILE I'M AWAY,Phrase,12/21/10 (#5337),R2*
OH WHAT FUN IT IS TO RIDE IN A ONE-HORSE OPEN SLEIGH,What's That Song?,12/21/10 (#5337),R3^
HOPELESS ROMANTIC,Person,12/21/10 (#5337),T3
UNDER THE MISTLETOE,Place,12/21/10 (#5337),R4
JOB OFFER,Thing,12/21/10 (#5337),BR
FROSTY THE SNOWMAN,Title,12/22/10 (#5338),T1
GENEROUS DONATIONS,Things,12/22/10 (#5338),T2
FLIPPING THROUGH A CATALOG,What Are You Doing?,12/22/10 (#5338),R1
I'D LIKE TO SEE A WINE LIST,Phrase,12/22/10 (#5338),R2*
AND A PARTRIDGE IN A PEAR TREE,Song Lyrics,12/22/10 (#5338),R3
DAIRY FARM,Place,12/22/10 (#5338),T3
CINNAMON STICKY BUNS,Food & Drink,12/22/10 (#5338),R4
ART COLLECTOR,Person,12/22/10 (#5338),R5
SQUAT DOWN,Phrase,12/22/10 (#5338),BR
DECK THE HALLS,Song Lyrics,12/23/10 (#5339),T1
AUNTS AND UNCLES,People,12/23/10 (#5339),T2
HOT OATMEAL SPRINKLED WITH BROWN SUGAR,Food & Drink,12/23/10 (#5339),R1
NORTH & BARBER POLE,Same Name,12/23/10 (#5339),R2
NOW THE PARTY'S IN FULL SWING,Phrase,12/23/10 (#5339),R3*
METEOROLOGIST,Occupation,12/23/10 (#5339),T3
A GAGGLE OF GEESE,Living Things,12/23/10 (#5339),R4
WAX FIGURE,Thing,12/23/10 (#5339),BR
PINE NEEDLES,Things,12/24/10 (#5340),T1
CANDIED YAMS,Food & Drink,12/24/10 (#5340),T2
LET IT SNOW LET IT SNOW LET IT SNOW,Song Lyrics,12/24/10 (#5340),R1
DEEP-SEA FISHING EXCURSION,Fun & Games,12/24/10 (#5340),R2*
TWELVE DRUMMERS DRUMMING,People,12/24/10 (#5340),R3
COMING ON STRONG,What Are You Doing?,12/24/10 (#5340),T3
FIVE-SPEED BLENDER,In the Kitchen,12/24/10 (#5340),R4
GIVING BACK,What Are You Doing?,12/24/10 (#5340),BR
BREAKING THE ICE,What Are You Doing?,12/27/10 (#5341),T1
MAN OF MYSTERY,Person,12/27/10 (#5341),T2
AFTER-CHRISTMAS SALE,Event,12/27/10 (#5341),R1
THE BEST THINGS IN LIFE ARE FREE,Song Lyrics,12/27/10 (#5341),R2*
CHOCOLATE SHAKE RATTLE & ROLL,Before & After,12/27/10 (#5341),R3
STICKS & STONES,Same Letter,12/27/10 (#5341),T3
PRESSURE COOKER,In the Kitchen,12/27/10 (#5341),R4
HAND TOWEL,Thing,12/27/10 (#5341),BR
COCKTAIL PARTY,Event,12/28/10 (#5342),T1
PORCH LIGHT,Around the House,12/28/10 (#5342),T2
FRANKIE VALLI & THE FOUR SEASONS,Show Biz,12/28/10 (#5342),R1
GREY'S ANATOMY LESSON,Before & After,12/28/10 (#5342),R2
SHOPPING FOR A NEW SURFBOARD,What Are You Doing?,12/28/10 (#5342),R3*
CHERRY COBBLER,Food & Drink,12/28/10 (#5342),T3
FIRE-BREATHING DRAGONS,Fictional Characters,12/28/10 (#5342),R4
ON THE DOUBLE,Phrase,12/28/10 (#5342),BR
SCORING A GOAL,Fun & Games,12/29/10 (#5343),T1
BEN STILLER,Proper Name,12/29/10 (#5343),T2
PULLING A RABBIT OUT OF A HAT,Event,12/29/10 (#5343),R1
I'M WALKING ON SUNSHINE,Song Lyrics,12/29/10 (#5343),R2*
BELLY DANCING WITH THE STARS,Before & After,12/29/10 (#5343),R3
STRAWBERRY JAM,Food & Drink,12/29/10 (#5343),T3
MOST VALUABLE PLAYER,Person,12/29/10 (#5343),R4
PUCKER UP,Phrase,12/29/10 (#5343),BR
HAPPY AS A CLAM,Phrase,12/30/10 (#5344),T1
SHIFTING GEARS,What Are You Doing?,12/30/10 (#5344),T2
FLAME-BROILED SIRLOIN STEAK,Food & Drink,12/30/10 (#5344),R1
SHERLOCK & KATIE HOLMES,Same Name,12/30/10 (#5344),R2
SCUBA DIVING AMONG TROPICAL FISH,Fun & Games,12/30/10 (#5344),R3*
PET HAMSTER,Living Thing,12/30/10 (#5344),T3
BABY YOU CAN DRIVE MY CAR,Song Lyrics,12/30/10 (#5344),R4
A HIGH VOICE,Thing,12/30/10 (#5344),BR
CHAMPANGE GLASSES,Around the House,12/31/10 (#5345),T1
FUNNY BONE,Thing,12/31/10 (#5345),T2
WATCHING THE NEW YEAR'S EVE BALL DROP,Event,12/31/10 (#5345),R1
CRISPY CHIPS AND GUACAMOLE,Food & Drink,12/31/10 (#5345),R2*
TELEVISION & RADIO HOST RYAN SEACREST,Show Biz,12/31/10 (#5345),R3
MAKING A TOAST,What Are You Doing?,12/31/10 (#5345),T3
THE WRITING IS ON THE WALL,Phrase,12/31/10 (#5345),R4
BACKGROUND MUSIC,Thing,12/31/10 (#5345),BR
BALD EAGLE,Living Thing,1/3/11 (#5346),T1
PAIR OF MITTENS,Around the House,1/3/11 (#5346),T2
GETTING MY FOOT IN THE DOOR,What Are You Doing?,1/3/11 (#5346),R1
HULA DANCING ON THE BEACH,Fun & Games,1/3/11 (#5346),R2*
SELF-ADHESIVE STAMP OF APPROVAL,Before & After,1/3/11 (#5346),R3
SLOWLY BUT SURELY,Phrase,1/3/11 (#5346),T3
KNIGHT IN SHINING ARMOR,Person,1/3/11 (#5346),R4
HAZY SKY,Thing,1/3/11 (#5346),BR
CAPTAIN AMERICA,Fictional Character,1/4/11 (#5347),T1
HEALTHY SNACKS,Food & Drink,1/4/11 (#5347),T2
BINGO & MESS HALL,Same Name,1/4/11 (#5347),R1
ACTION-PACKED HOLLYWOOD BLOCKBUSTER,Show Biz,1/4/11 (#5347),R2
ORDERING DINNER IN SPANISH,What Are You Doing?,1/4/11 (#5347),R3*
FORT WORTH TEXAS,On the Map,1/4/11 (#5347),T3
STRENGTH & CONDITIONING,Things,1/4/11 (#5347),R4
A KNOWN FACT,Thing,1/4/11 (#5347),BR
DAWN'S EARLY LIGHT,Song Lyrics,1/5/11 (#5348),T1
LION TAMER,Person,1/5/11 (#5348),T2
COUNTRY MUSIC STAR KENNY CHESNEY,Show Biz,1/5/11 (#5348),R1
GEORGE WASHINGTON'S HOME MONUMENT MOUNT VERNON,Landmark,1/5/11 (#5348),R2
EVERYBODY INTO THE POOL!,Phrase,1/5/11 (#5348),R3*
MODERN FAMILY,TV Title,1/5/11 (#5348),T3
CATCHING MY SECOND WIND,What Are You Doing?,1/5/11 (#5348),R4
CLOTHING BOUTIQUE,Place,1/5/11 (#5348),BR
THE POTOMAC RIVER,On the Map,1/6/11 (#5349),T1
A REAL GO-GETTER,Person,1/6/11 (#5349),T2
BUILDING HOUSES ON BOARDWALK AND PARK PLACE,Fun & Games,1/6/11 (#5349),R1
BORN TO BE WILD MUSHROOM,Before & After,1/6/11 (#5349),R2
IF YOU PLAY YOUR CARDS RIGHT,Phrase,1/6/11 (#5349),R3*
MIAMI DOLPHINS,Proper Name,1/6/11 (#5349),T3
BUSINESS OPPORTUNITY,Thing,1/6/11 (#5349),R4
COVERED BRIDGE,Thing,1/6/11 (#5349),BR
LINCOLN NEBRASKA,On the Map,1/7/11 (#5350),T1
PALOMINO HORSE,Living Thing,1/7/11 (#5350),T2
WINNING A PLAYOFF GAME,Event,1/7/11 (#5350),R1
VICTORIA'S SECRET RECIPE,Before & After,1/7/11 (#5350),R2
SITTIN' ON THE DOCK OF THE BAY,Song Lyrics,1/7/11 (#5350),R3*
THEATER IN THE PARK,Show Biz,1/7/11 (#5350),T3
PASSING WITH FLYING COLORS,What Are You Doing?,1/7/11 (#5350),R4
WASHING UP,What Are You Doing?,1/7/11 (#5350),BR
STRIKE A POSE,Phrase,1/10/11 (#5351),T1
PORTRAIT PAINTER,Occupation,1/10/11 (#5351),T2
EMMYS GRAMMYS AND GOLDEN GLOBES,Show Biz,1/10/11 (#5351),R1
HIT ME WITH YOUR BEST SHOT OF ESPRESSO,Before & After,1/10/11 (#5351),R2
DANCERS WEARING GLASS SKIRTS,People,1/10/11 (#5351),R3*
LAST-MINUTE DECISION,Thing,1/10/11 (#5351),T3
BUYING MOVIE TICKETS ONLINE,What Are You Doing?,1/10/11 (#5351),R4
ACOUSTIC GUITAR,Thing,1/10/11 (#5351),BR
FASHION PHOTOGRAPHER,Occupation,1/11/11 (#5352),T1
GREAT BALLS OF FIRE,Song Title,1/11/11 (#5352),T2
SUGAR AND SPICE AND EVERYTHING NICE,Rhyme Time,1/11/11 (#5352),R1
MY FIRST TIME PARASAILING,Event,1/11/11 (#5352),R2*
SATIN SHEET MUSIC,Before & After,1/11/11 (#5352),R3
KIDNEY BEANS,Food & Drink,1/11/11 (#5352),T3
TAKE ME TO YOUR LEADER,Phrase,1/11/11 (#5352),R4
YOUTH OF TODAY,People,1/11/11 (#5352),BR
WHEELING AND DEALING,Rhyme Time,1/12/11 (#5353),T1
OPRAH WINFREY,Proper Name,1/12/11 (#5353),T2
HIGHLY ANTICIPATED FILM PREMIERE,Show Biz,1/12/11 (#5353),R1
I WANT TO HOLD YOUR HAND SANITIZER,Before & After,1/12/11 (#5353),R2
GORGEOUS PRIVATE BEACHES,Places,1/12/11 (#5353),R3*
DIMMING THE LIGHTS,What Are You Doing?,1/12/11 (#5353),T3
HISTORY IN THE MAKING,Phrase,1/12/11 (#5353),R4
MAJOR ACCOMPLISHMENT,Thing,1/12/11 (#5353),R5
NIGHTFALL,Event,1/12/11 (#5353),BR
ACTION STAR,Show Biz,1/13/11 (#5354),T1
SKATEBOARD PARK,Place,1/13/11 (#5354),T2
TUNING IN TO MY FAVORITE SHOW,What Are You Doing?,1/13/11 (#5354),R1
BARGAIN AND BIG-GAME HUNTER,Same Name,1/13/11 (#5354),R2
LIFE IS FULL OF SURPRISES,Phrase,1/13/11 (#5354),R3*
JOHN TRAVOLTA,Proper Name,1/13/11 (#5354),T3
FINISHING A MARATHON,Event,1/13/11 (#5354),R4
TALLAHASSEE FLORIDA,On the Map,1/13/11 (#5354),R5
KAYAKING,Fun & Games,1/13/11 (#5354),BR
A NICE BIG SMILE,Thing,1/14/11 (#5355),T1
THE ARCTIC OCEAN,On the Map,1/14/11 (#5355),T2
BASED ON ACTUAL EVENTS,Phrase,1/14/11 (#5355),R1
SKIING THROUGH FRESH POWDER SNOW,What Are You Doing?,1/14/11 (#5355),R2*
PERFECTLY POPPED POPCORN,Same Letter,1/14/11 (#5355),R3
SECRET ADMIRER,Person,1/14/11 (#5355),T3
LIMITED ENGAGEMENT,Show Biz,1/14/11 (#5355),R4
WORK IT OUT,Phrase,1/14/11 (#5355),BR
BEACH BONFIRE,Thing,1/17/11 (#5356),T1
SPECTATOR SPORT,Fun & Games,1/17/11 (#5356),T2
YOU LEARN SOMETHING NEW EVERY DAY,Phrase,1/17/11 (#5356),R1
UNSPOILED MOUNTAIN LANDSCAPES,Places,1/17/11 (#5356),R2*
PRINCE WILLIAM ANNOUNCES ENGAGEMENT,Headline,1/17/11 (#5356),R3
GIVERS AND TAKERS,People,1/17/11 (#5356),T3
BREATHING A SIGH OF RELIEF,What Are You Doing?,1/17/11 (#5356),R4
CARTOONIST,Occupation,1/17/11 (#5356),R5
EXCLUSIVE CLUB,Thing,1/17/11 (#5356),BR
SUNRISE AND SUNSET,Events,1/18/11 (#5357),T1
SAUTEED SHRIMP,Food & Drink,1/18/11 (#5357),T2
NO EXPERIENCE NECESSARY,Phrase,1/18/11 (#5357),R1
PASSENGER & BRIDAL TRAIN,Same Name,1/18/11 (#5357),R2
PLAYING MY LUCKY NUMBERS,What Are You Doing?,1/18/11 (#5357),R3*
CHRISTINA APPLEGATE,Proper Name,1/18/11 (#5357),T3
CENTIPEDES & MILLIPEDES,Living Things,1/18/11 (#5357),R4
BIKE TOUR,Event,1/18/11 (#5357),BR
CALIFORNIA GIRLS,Song Title,1/19/11 (#5358),T1
SIAMESE KITTENS,Living Things,1/19/11 (#5358),T2
FILM STAR ANNE HATHAWAY TO CO-HOST THE OSCARS,Show Biz,1/19/11 (#5358),R1
I'M LOOKING FOR ADVENTURE,Phrase,1/19/11 (#5358),R2*
RUNNIN' AGAINST THE WIND CHIMES,Before & After,1/19/11 (#5358),R3
THE MAIN COURSE,Food & Drink,1/19/11 (#5358),T3
SECRET HANDSHAKE,Thing,1/19/11 (#5358),R4
BIG VOCABULARY,Thing,1/19/11 (#5358),BR
LIFEGUARD ON DUTY,Phrase,1/20/11 (#5359),T1
CAPTURE THE FLAG,Fun & Games,1/20/11 (#5359),T2
GRAHAM CRACKER PIE CRUST,Food & Drink,1/20/11 (#5359),R1
KEITH URBAN DEVELOPMENT,Before & After,1/20/11 (#5359),R2
GOGGLES POLES BINDINGS & BOOTS,Things,1/20/11 (#5359),R3*
NITTY-GRITTY,Rhyme Time,1/20/11 (#5359),T3
RENTING A TUXEDO,What Are You Doing?,1/20/11 (#5359),R4
HOUSE KEY,Thing,1/20/11 (#5359),BR
GENTLE WAVES,Things,1/21/11 (#5360),T1
NO MUSS NO FUSS,Rhyme Time,1/21/11 (#5360),T2
HAN SOLO AND CHEWBACCA,Fictional Characters,1/21/11 (#5360),R1
THE TIME IS RIGHT FOR DANCING IN THE STREET,Song Lyrics,1/21/11 (#5360),R2*
BRAISED BEEF WITH CARAMELIZED ONIONS,Food & Drink,1/21/11 (#5360),R3
WINDSOR CASTLE,Landmark,1/21/11 (#5360),T3
ANYTHING CAN HAPPEN,Phrase,1/21/11 (#5360),R4
JUMP UP AND DOWN,Phrase,1/21/11 (#5360),BR
FISHING LICENSE,Thing,1/24/11 (#5361),T1
CELEBRITY CHEF,Person,1/24/11 (#5361),T2
THE OLD MAN AND THE SEA BY ERNEST HEMINGWAY,Title/Author,1/24/11 (#5361),R1
DAFFY DUCK SAUCE,Before & After,1/24/11 (#5361),R2
I WANT IT! I NEED IT! I'VE GOT TO HAVE IT!,Phrase,1/24/11 (#5361),R3*
PLAY OF THE DAY,Rhyme Time,1/24/11 (#5361),T3
PADDLING A CANOE,Fun & Games,1/24/11 (#5361),R4
MAJOR OVERHAUL,Thing,1/24/11 (#5361),BR
OUTBOARD MOTOR,Thing,1/25/11 (#5362),T1
FLORIDA KEYS,On the Map,1/25/11 (#5362),T2
WHATEVER FLOATS YOUR BOAT,Phrase,1/25/11 (#5362),R1
UNCORKING A BOTTLE OF VINTAGE WINE,What Are You Doing?,1/25/11 (#5362),R2*
DETROIT LIONS AND TIGERS AND BEARS OH MY,Before & After,1/25/11 (#5362),R3
MATTHEW MCCONAUGHEY,Proper Name,1/25/11 (#5362),T3
BRIEF INTERMISSION,Show Biz,1/25/11 (#5362),R4
FUEL GAUGE,Thing,1/25/11 (#5362),BR
BAIT & TACKLE SHOP,Place,1/26/11 (#5363),T1
CAPTAIN AHAB,Fictional Character,1/26/11 (#5363),T2
TAKE ME TO THE RIVER DROP ME IN THE WATER,Song Lyrics,1/26/11 (#5363),R1
JUST ANOTHER DAY IN PARADISE,Phrase,1/26/11 (#5363),R2*
BLUEBERRY-LEMON CRUMB CAKE,Food & Drink,1/26/11 (#5363),R3
ALASKAN SALMON,Living Thing,1/26/11 (#5363),T3
PUSHING MY LUCK,What Are You Doing?,1/26/11 (#5363),R4
NIFTY GADGET,Thing,1/26/11 (#5363),BR
ROD & REEL CLUB,Place,1/27/11 (#5364),T1
WARDROBE CHANGE,Show Biz,1/27/11 (#5364),T2
COMIC BOOK SUPERHERO AQUAMAN,Fictional Character,1/27/11 (#5364),R1
MARLIN MACKEREL & MAHI-MAHI,Same Letter,1/27/11 (#5364),R2
THIS IS GOING TO BE A BLAST,Phrase,1/27/11 (#5364),R3*
CHESAPEAKE BAY,On the Map,1/27/11 (#5364),T3
PULLING OUT ALL THE STOPS,What Are You Doing?,1/27/11 (#5364),R4
PRIVATE COURTYARD,Place,1/27/11 (#5364),BR
SINKERS & BOBBERS,Things,1/28/11 (#5365),T1
CALLING THE SHOTS,What Are You Doing?,1/28/11 (#5365),T2
POP SINGER AND ACTOR JUSTIN TIMBERLAKE,Show Biz,1/28/11 (#5365),R1
BREAKING OPEN A PINATA FILLED WITH CANDY,Fun & Games,1/28/11 (#5365),R2*
MUSCLE & DIAL TONE,Same Name,1/28/11 (#5365),R3
SHARK TALE,Movie Title,1/28/11 (#5365),T3
JACKSON HOLE WYOMING,On the Map,1/28/11 (#5365),R4
THE WHOLE FAMILY,People,1/28/11 (#5365),BR
CHEMISTRY LAB,Place,1/31/11 (#5366),T1
GUEST SPEAKER,Person,1/31/11 (#5366),T2
ALGEBRA GEOMETRY & TRIGONOMETRY,Things,1/31/11 (#5366),R1
THE SCARLET LETTER TO THE EDITOR,Before & After,1/31/11 (#5366),R2
MAKING TRAVEL PLANS,What Are You Doing?,1/31/11 (#5366),R3*
LEAN ON ME,Song Title,1/31/11 (#5366),T3
NO RUNNING IN THE HALLS,Phrase,1/31/11 (#5366),R4
GENEVA SWITZERLAND,On the Map,1/31/11 (#5366),R5
OPENING THE VAULT,What Are You Doing?,1/31/11 (#5366),BR
PRINCIAL'S OFFICE,Place,2/1/11 (#5367),T1
SHOW AND TELL,Fun & Games,2/1/11 (#5367),T2
SOLAR-POWERED CALCULATOR,Thing,2/1/11 (#5367),R1
NOW THAT'S WHAT I CALL A FIELD TRIP,Phrase,2/1/11 (#5367),R2*
SUPREME & HOMECOMING COURT,Same Name,2/1/11 (#5367),R3
THREE-RING BINDER,Around the House,2/1/11 (#5367),T3
THE BREAKFAST CLUB,Movie Title,2/1/11 (#5367),R4
PATIO AWNING,Thing,2/1/11 (#5367),BR
CLASS PARTICIPATION,Thing,2/2/11 (#5368),T1
LUNCH & RECESS,Events,2/2/11 (#5368),T2
THERE'S NO SUCH THING AS A STUPID QUESTION,Phrase,2/2/11 (#5368),R1
DUTY-FREE SHOPPING,What Are You Doing?,2/2/11 (#5368),R2*
INVESTIGATIVE REPORT CARD,Before & After,2/2/11 (#5368),R3
A TALE OF TWO CITIES,Title,2/2/11 (#5368),T3
DRIVE & DEDICATION,Same Letter,2/2/11 (#5368),R4
SCOTTSDALE ARIZONA,On the Map,2/2/11 (#5368),R5
JIMINY CRICKET,Fictional Character,2/2/11 (#5368),R6
PINK ORCHID,Living Thing,2/2/11 (#5368),BR
SCIENCE PROJECT,Thing,2/3/11 (#5369),T1
ONE-HIT WONDER,Show Biz,2/3/11 (#5369),T2
THE ADVENTURES OF HUCKLEBERRY FINN,Title,2/3/11 (#5369),R1
FRIENDLY SKI INSTRUCTOR,Person,2/3/11 (#5369),R2*
PERMISSION SLIP SLIDIN' AWAY,Before & After,2/3/11 (#5369),R3
COMMERCIAL FISHERMAN,Occupation,2/3/11 (#5369),T3
UNDIVIDED ATTENTION,Phrase,2/3/11 (#5369),R4
JAZZ BAND,People,2/3/11 (#5369),BR
PEP RALLY,Event,2/4/11 (#5370),T1
OF MICE AND MEN,Title,2/4/11 (#5370),T2
BURNING THE MIDNIGHT OIL,What Are You Doing?,2/4/11 (#5370),R1
HONOR ROLL WITH THE PUNCHES,Before & After,2/4/11 (#5370),R2
FOOTPRINTS IN THE SAND,Things,2/4/11 (#5370),R3*
HISTORICAL FIGURES,People,2/4/11 (#5370),T3
NO HOMEWORK THIS WEEKEND,Phrase,2/4/11 (#5370),R4
AVID HIKER,Person,2/4/11 (#5370),BR
CANDY HEARTS,Food & Drink,2/7/11 (#5371),T1
JAMES BOND,Fictional Character,2/7/11 (#5371),T2
TIM MCGRAW & FAITH HILL,Husband & Wife,2/7/11 (#5371),R1
I'M IN A NEW YORK STATE OF MIND,Song Lyrics,2/7/11 (#5371),R2*
CHICKEN SOUP FOR THE SOUL MATE,Before & After,2/7/11 (#5371),R3
HONEYSUCKLE,Living Thing,2/7/11 (#5371),T3
WEDDING ANNOUNCEMENT,Thing,2/7/11 (#5371),R4
POUR IT ON,Phrase,2/7/11 (#5371),BR
SPIN THE BOTTLE,Fun & Games,2/8/11 (#5372),T1
MOTORCYCLE BOOTS,Things,2/8/11 (#5372),T2
SAINT PATRICK'S CATHEDRAL,Landmark,2/8/11 (#5372),R1
GETTING COZY BY THE FIREPLACE,What Are You Doing?,2/8/11 (#5372),R2*
I BELIEVE THE CHILDREN ARE OUR FUTURE,What's That Song?,2/8/11 (#5372),R3^
OPPOSITES ATTRACT,Phrase,2/8/11 (#5372),T3
MARGE AND HOMER SIMPSON,Fictional Family,2/8/11 (#5372),R4
DRAWBRIDGE,Thing,2/8/11 (#5372),BR
LOVEY-DOVEY,Rhyme Time,2/9/11 (#5373),T1
A PERFECT MATCH,Phrase,2/9/11 (#5373),T2
DRIVE-IN MOVIE THEATER,Place,2/9/11 (#5373),R1
ENGAGEMENT & ONION RING,Same Name,2/9/11 (#5373),R2
SOAK UP THE SUN BY SHERYL CROW,Rock On!,2/9/11 (#5373),R3*
TYING THE KNOT,What Are You Doing?,2/9/11 (#5373),T3
